MAKE,MODEL,MODEL_YR,BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,PRODUCTION_RELEASE,VEHICLE_CLASS,BODY_FRAME,NUM_OF_SEATING,SEAT_LOC,SEAT_LOC_COMMENTS,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,UPPER_BELT_ANCHORAGE,UPPER_BELT_ANCHORAGE_LOC,SEAT_BELT_PRETENSIONER,SEAT_BELT_PRETENSIONER_LOC,LOAD_LIMITERS,LOAD_LIMITERS_LOC,FRNT_BELT_INDICATOR,FRNT_BELT_LOC,REAR_BELT_INDICATOR,LATCH_REAR_POSITION,HEAD_SAB,HEAD_SAB_TYPE,HEAD_SAB_LOC,HEAD_SAB_MOUNT_LOC,HEAD_SAB_MEET_REQUIREMENTS,HEAD_SAB_DEPLOY_IN_ROLLOVER,TORSO_SAB,TORSO_SAB_TYPE,TORSO_SAB_LOC,TORSO_SAB_MOUNT_LOC,KNEE_BOLSTERS,KNEE_BOLSTERS_LOC,ADL,HEAD_RESTRAINT_IND,DYNAMIC_HEAD_RESTRAINT_IND,BETI,BLIND_SPOT_DETECTION,DAY_RUN_LIGHTS,ADAPTIVE_CRUISE_CONTROL,ABS,ARS,ARS_LOC,AUTO_CRASH_NOTIFICATION,CRASH_DATA_RECORDER,ANTI_THEFT_DEVICE,ANTI_THEFT_DEVICE_TYPE,FRNT_COLLISION_WARNING,NHTSA_FRNT_COLLISION_WARNING,NHTSA_FCW_EVALUATION,LANE_DEPARTURE_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_LDW_EVALUATION,CRASH_IMMINENT_BRAKE,NHTSA_CRASH_IMMINENT_BRAKE,NHTSA_CIB_EVALUATION,DYNAMIC_BRAKE_SUPPORT,NHTSA_DYNAMIC_BRAKE_SUPPORT,NHTSA_DBS_EVALUATION,NHTSA_ESC,PELVIS_SAB,PELVIS_SAB_TYPE,PELVIS_SAB_LOC,PELVIS_SAB_MOUNT_LOC,OVERALL_STARS,FRNT_TEST_NO,FRNT_VIN,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_FOOT_NOTES,FRNT_FOOT_NOTES_PASS,OVERALL_FRNT_STARS,CURB_WEIGHT,FRNT_TESTED_WITH,HIC15_DRIV,CHEST_DEFL_DRIV,LEFT_FEMUR_DRIV,RIGHT_FEMUR_DRIV,NIJ_DRIV,NECK_TENS_DRIV,NET_COMP_DRIV,HIC15_PASS,CHEST_DEFL_PASS,LEFT_FEMUR_PASS,RIGHT_FEMUR_PASS,NIJ_PASS,NECK_TENS_PASS,NET_COMP_PASS,SIDE_TEST_NO,SIDE_VIN,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_BARRIER_STAR,COMB_FRNT_STAR,COMB_REAR_STAR,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_FOOT_NOTES,SIDE_FOOT_NOTES_PASS,OVERALL_SIDE_STARS,SIDE_TESTED_WITH,SIDE_HIC_36_DRIV,RIB_DEFLECTION_DRIV,ABDOMEN_FORCE_DRIV,SYMPHYSIS_FORCE_DRIV,SIDE_HIC_36_PASS,PELVIC_FORCE_PASS,POLE_TEST_NO,POLE_VIN,SIDE_POLE_STARS,POLE_SAFETY_CONCERN,POLE_FOOT_NOTES,POLE_TESTED_WITH,POLE_HIC_36_DRIV,PELVIC_FORCE,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,TIP,ROLL_SAFETY_CONCERN,ROLL_FOOT_NOTES,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA
DODGE,DURANGO,2024,SUV,MPV,RWD,1,, ,7,"1,3,4,5,6,7,9","5 (1,3,4,5,6) is only available on Dodge Durango Special Service Vehicles",6500,7100,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6,7,9", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3,4,5,6,7,9",Not Available,,Optional, ,,,None,N/A, ,Standard, , ,Optional,Optional,Does Not Meet Performance Criteria,Optional,Optional,Does Not Meet Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Does Not Meet Performance Criteria,, , , , ,4,11378,1GNSKNKD2MR140625,4,4,,,,,4,4915,"FRONTAL AIR BAG,KNEE AIR BAG",95.08700,34.53300,1688.51700,1031.35200,0.33,1124.50600,202.93600,116.49800,24.53400,1234.22900,1475.44600,0.42,543.65100,371.10100,10567,1C4RDHAG8KC550053,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",46.11100,28.31400,493.36900,1049.91100,50.09600,1982.39900,10568,1C4RDHAG1KC550055,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",193.77000,3176.96700,0.198,1.18,No Tip,,,4,,
DODGE,DURANGO PURSUIT,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,6500,7100,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3,4,5,6",Not Available,,Optional, ,,,None,N/A, ,Standard, , ,Optional,Optional,Does Not Meet Performance Criteria,Optional,Optional,Does Not Meet Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Does Not Meet Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
DODGE,DURANGO SRT,2024,SUV,MPV,AWD,1,, ,6,"1,3,4,6,7,9", ,7100,7100,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6,7,9", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3,4,5,6,7,9",Not Available,,Optional, ,,,None,N/A, ,Standard, , ,Optional,Optional,Does Not Meet Performance Criteria,Optional,Optional,Does Not Meet Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Does Not Meet Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
DODGE,HORNET,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,4793,4960,Standard,1.3,Standard,1.3,Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3,4,5,6",Not Available,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
DODGE,HORNET R/T EAWD,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,5145,5335,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,1.3.4.5.6,Not Available,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FIAT,500E,2024,3 HB,PC,FWD,1,, ,4,"1,3,4,6",N/A,3880,3880, , ,Standard,"1,3",Standard,"1,3,4,6",,"1,3,4,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis,"1,3", ,Standard,1,,"1,3,4,6",N/A,, , ,,,Standard, , ,Standard, , ,Standard,Standard,Meets Performance Criteria,,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,BRONCO,2024,2DR SUV,MPV,4WD,1,, ,4,"1,3,4,6",2 Door 4 Seats,5540,6180,Not Available,Not Available,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6",Not Available,,Standard, ,,,Standard,"1,2", ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,,15047,1FMDE7AH0RLA22216,5,4,,,,,4,4369,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256,1.11,No Tip,,,3,,
FORD,BRONCO,2024,SUV,MPV,4WD,1,, ,5,"1,3,4,5,6",4 Door 5 Seats,5540,6180,Not Available,Not Available,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6",Not Available,,Standard, ,,,Standard,"1,2", ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,,14065,1FMDE5BH0NLA99018,4,5,,,,,4,3414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256,1.11,No Tip, ,,3,,
FORD,BRONCO SPORT,2024,SUV,MPV,4WD,1,, ,5,"1,3,4,5,6", ,4630,4730,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,1,,"1,3,4,6",Not Available,,Standard, ,,,Standard,"1,3", ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,11597,3FMCR9A64MRA59550,5,5,,,,,5,3535,"FRONTAL AIR BAG,KNEE AIR BAG",139.73100,26.03100,546.29800,1053.10400,0.26,792.82900,126.65500,153.27500,14.24900,1713.10300,1296.18500,0.37,788.19900,239.69500,11397,3FMCR9A69MRA16290,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",80.09900,21.55600,882.45100,912.48600,144.28000,3063.34500,11395,3FMCR9A66MRA21477,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",255.32700,2276.42400,0.174,1.22,No Tip,,,4,,
FORD,EDGE,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,5400,5667,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,10652,2FMPK4G92KBB14065,5,5,,,,,5,4134,"FRONTAL AIR BAG,KNEE AIR BAG",212.33900,23.34800,734.70700,2650.63400,0.22,1020.07600,92.73800,281.90400,10.97500,646.73500,893.66400,0.35,877.29100,195.19200,10653,2FMPK3G93KBB14053,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",83.75000,27.73200,844.65900,853.90000,103.42000,2823.47400,10649,2FMPK3G99KBB30953,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",256.90800,1892.55100,0.155,1.26,No Tip,,,4,,
FORD,EDGE,2024,SUV,MPV,FWD,1,, ,5,"1,3,4,5,6", ,5400,5667,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,10652,2FMPK4G92KBB14065,5,5,,,,,5,4134,"FRONTAL AIR BAG,KNEE AIR BAG",212.33900,23.34800,734.70700,2650.63400,0.22,1020.07600,92.73800,281.90400,10.97500,646.73500,893.66400,0.35,877.29100,195.19200,10653,2FMPK3G93KBB14053,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",83.75000,27.73200,844.65900,853.90000,103.42000,2823.47400,10649,2FMPK3G99KBB30953,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",256.90800,1892.55100,0.155,1.26,No Tip,,,4,,
FORD,ESCAPE,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,4360,4630,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,1,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,10971,1FMCU9G66LUA20567,5,5,,,,,5,3463,"FRONTAL AIR BAG,KNEE AIR BAG",142.62600,21.11400,835.82400,1398.96900,0.23,824.51400,102.68000,102.17900,11.62100,977.46300,750.53400,0.36,804.23700,259.32900,10965,1FMCU0G61LUA27504,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",197.12400,22.67500,850.29300,1068.45600,96.78900,3628.91700,10967,1FMCU0DZ6LUA45432,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",344.00700,2056.77700,0.174,1.22,No Tip,,,4,,
FORD,ESCAPE,2024,SUV,MPV,FWD,1,, ,5,"1,3,4,5,6", ,4360,4630,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,1,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,10971,1FMCU9G66LUA20567,5,5,,,,,5,3463,"FRONTAL AIR BAG,KNEE AIR BAG",142.62600,21.11400,835.82400,1398.96900,0.23,824.51400,102.68000,102.17900,11.62100,977.46300,750.53400,0.36,804.23700,259.32900,10965,1FMCU0G61LUA27504,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",197.12400,22.67500,850.29300,1068.45600,96.78900,3628.91700,10967,1FMCU0DZ6LUA45432,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",344.00700,2056.77700,0.169,1.23,No Tip,,,4,,
FORD,ESCAPE HEV,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,4600,4760,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,1,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard,Meets Performance Criteria, ,Standard,Meets Performance Criteria,, , , , ,5,10971,1FMCU9G66LUA20567,5,5,,,,,5,3463,"FRONTAL AIR BAG,KNEE AIR BAG",142.62600,21.11400,835.82400,1398.96900,0.23,824.51400,102.68000,102.17900,11.62100,977.46300,750.53400,0.36,804.23700,259.32900,10965,1FMCU0G61LUA27504,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",197.12400,22.67500,850.29300,1068.45600,96.78900,3628.91700,10967,1FMCU0DZ6LUA45432,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",344.00700,2056.77700,0.174,1.22,No Tip,,,4,,
FORD,ESCAPE HEV,2024,SUV,MPV,FWD,1,, ,5,"1,3,4,5,6", ,4600,4760,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,1,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard,Meets Performance Criteria, ,Standard,Meets Performance Criteria,, , , , ,5,10971,1FMCU9G66LUA20567,5,5,,,,,5,3463,"FRONTAL AIR BAG,KNEE AIR BAG",142.62600,21.11400,835.82400,1398.96900,0.23,824.51400,102.68000,102.17900,11.62100,977.46300,750.53400,0.36,804.23700,259.32900,10965,1FMCU0G61LUA27504,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",197.12400,22.67500,850.29300,1068.45600,96.78900,3628.91700,10967,1FMCU0DZ6LUA45432,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",344.00700,2056.77700,0.169,1.23,No Tip,,,4,,
FORD,ESCAPE PHEV,2024,SUV,MPV,FWD,1,, ,5,"1,3,4,5,6", ,4950,4950,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,1,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard,Meets Performance Criteria, ,Standard,Meets Performance Criteria,, , , , ,5,14075,1FMCU0KZ9NUA18828,4,5,,,,,4,3907,,156.64000,29.44200,1218.21000,789.03900,0.26,641.73100,188.68800,193.81000,11.83600,913.49300,854.52300,0.40,898.87200,218.69700,14066,1FMCU0KZ0NUA20225,5,5,5,5,5,,,,,5,,173.75800,18.58600,700.41400,855.70800,105.49900,3131.21000,14074,1FMCU0EZ1NUA18656,5,,,,309.52600,2635.25000,0.143,1.29,, ,,4,,
FORD,EXPEDITION,2024,SUV,MPV,4WD,1,, ,8,"1,3,4,5,6,7,8,9",seating position 5 is optional,7200,7720,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,8,9",,"4,5,6,7,9",Standard,Head Protection,"1,3,4,6,7,9", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6,7,9",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,14087,1FMJK1JT1NEA02892,5,5,,,,,5,5768,"FRONTAL AIRBAG,KNEE AIR BAG",203.58300,20.05700,775.56200,721.38900,0.24,1202.64000,356.86700,200.38600,9.61100,233.10800,53.86300,0.28,1028.16000,384.04200,10344,1FMJU1HTXJEA12511,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",23.28700,13.57700,479.57900,801.78100,60.76800,1929.78000,10345,1FMJU1HT2JEA27021,5,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",133.99500,2533.10000,0.191,1.19,No Tip, ,,4,,
FORD,EXPEDITION,2024,SUV,MPV,RWD,1,, ,8,"1,3,4,5,6,7,8,9",seating position 5 is optional,7200,7720,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,8,9",,"4,5,6,7,9",Standard,Head Protection,"1,3,4,6,7,9", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6,7,9",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,14087,1FMJK1JT1NEA02892,5,5,,,,,5,5768,"FRONTAL AIRBAG,KNEE AIR BAG",203.58300,20.05700,775.56200,721.38900,0.24,1202.64000,356.86700,200.38600,9.61100,233.10800,53.86300,0.28,1028.16000,384.04200,10344,1FMJU1HTXJEA12511,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",23.28700,13.57700,479.57900,801.78100,60.76800,1929.78000,10345,1FMJU1HT2JEA27021,5,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",133.99500,2533.10000,0.212,1.16,No Tip, ,,3,,
FORD,EXPEDITION EL,2024,SUV,MPV,4WD,1,, ,8,"1,3,4,5,6,7,8,9",seating position 5 is optional,7350,7720,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,8,9",,"4,5,6,7,9",Standard,Head Protection,"1,3,4,6,7,9", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6,7,9",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,14087,1FMJK1JT1NEA02892,5,5,,,,,5,5768,"FRONTAL AIRBAG,KNEE AIR BAG",203.58300,20.05700,775.56200,721.38900,0.24,1202.64000,356.86700,200.38600,9.61100,233.10800,53.86300,0.28,1028.16000,384.04200,10344,1FMJU1HTXJEA12511,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",23.28700,13.57700,479.57900,801.78100,60.76800,1929.78000,10345,1FMJU1HT2JEA27021,5,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",133.99500,2533.10000,0.191,1.19,No Tip, ,,4,,
FORD,EXPEDITION EL,2024,SUV,MPV,RWD,1,, ,8,"1,3,4,5,6,7,8,9",seating position 5 is optional,7350,7720,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,8,9",,"4,5,6,7,9",Standard,Head Protection,"1,3,4,6,7,9", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6,7,9",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,14087,1FMJK1JT1NEA02892,5,5,,,,,5,5768,"FRONTAL AIRBAG,KNEE AIR BAG",203.58300,20.05700,775.56200,721.38900,0.24,1202.64000,356.86700,200.38600,9.61100,233.10800,53.86300,0.28,1028.16000,384.04200,10344,1FMJU1HTXJEA12511,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",23.28700,13.57700,479.57900,801.78100,60.76800,1929.78000,10345,1FMJU1HT2JEA27021,5,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",133.99500,2533.10000,0.212,1.16,No Tip, ,,3,,
FORD,EXPLORER,2024,SUV,MPV,4WD,1,, ,7,"1,3,4,5,6,7,9",seating position 5 is optional,5940,6500,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,9",,"4,6,7,8",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3,4,6,7,9",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,14290,1FMSK8DH1PGA00491,5,5,,,,,5,4347,"FRONTAL AIRBAG,KNEE AIR BAG",117.89100,23.01400,1253.64000,1191.14000,0.28,1040.81000,163.96000,209.59900,9.64200,1496.35000,1553.32000,0.32,722.39900,238.04700,11052,1FMSK7BHXLGB60649,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",65.32200,23.38000,717.81600,995.78800,85.92700,2684.75000,11051,1FM5K7FW9LGA90809,5,,"During the side pole impact test, the windshield separated from the roof, A-pillar, and lower edge","URTAIN AIR BAG,TORSO/PELVIS AIR BAG",287.85100,2546.93000,0.151,1.27,No Tip,,,4,,
FORD,EXPLORER,2024,SUV,MPV,RWD,1,, ,7,"1,3,4,5,6,7,9",seating position 5 is optional,5940,6500,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,9",,"4,6,7,8",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3,4,6,7,9",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,14290,1FMSK8DH1PGA00491,5,5,,,,,5,4347,"FRONTAL AIRBAG,KNEE AIR BAG",117.89100,23.01400,1253.64000,1191.14000,0.28,1040.81000,163.96000,209.59900,9.64200,1496.35000,1553.32000,0.32,722.39900,238.04700,11052,1FMSK7BHXLGB60649,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",65.32200,23.38000,717.81600,995.78800,85.92700,2684.75000,11051,1FM5K7FW9LGA90809,5,,"During the side pole impact test, the windshield separated from the roof, A-pillar, and lower edge","URTAIN AIR BAG,TORSO/PELVIS AIR BAG",287.85100,2546.93000,0.147,1.28,No Tip,,,4,,
